protocol,src_ip,src_port,dst_ip,dst_port,tcp_flag 
TCP,192.168.1.207,53585,54.194.93.114,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,185.106.33.48,443,192.168.1.207,53623,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,192.168.1.207,53625,23.221.144.28,443,0x40
TCP,192.168.1.207,53625,23.221.144.28,443,0x40
TCP,192.168.1.207,53625,23.221.144.28,443,0x40
TCP,192.168.1.207,53625,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,141.226.228.48,443,192.168.1.207,53624,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53625,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53625,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,54.194.93.114,443,192.168.1.207,53585,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,54.194.93.114,443,192.168.1.207,53585,0x40
TCP,54.194.93.114,443,192.168.1.207,53585,0x40
TCP,192.168.1.207,53585,54.194.93.114,443,0x40
TCP,192.168.1.207,53585,54.194.93.114,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53582,13.226.2.27,443,0x40
TCP,13.226.2.27,443,192.168.1.207,53582,0x00
TCP,13.226.2.27,443,192.168.1.207,53582,0x00
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
